content,created_at,author,reference,embeds,mentions,id,attachments
I have a suggestion for the new link feature. Maybe it would be great to use @ or [[ at a new card title to directly change the newly create card to a card synced with the card we linked to.,2021-09-04 16:19:13.067000+00:00,Qu100,,[],[],883748044556877854,[]
"(And yes, there are three different characters interacting in that snippet. XD)",2021-09-02 14:32:37.906000+00:00,Curio Heart,,[],[],882996445576319017,[]
"... And aside from the purple background, this is also what it looks like _published_~",2021-09-02 14:32:00.787000+00:00,Curio Heart,,[],[],882996289887936594,[]
That file literally only works because it's done in Obsidian with `cssclass` defined in the YAML. 😂,2021-09-02 14:30:52.357000+00:00,Curio Heart,,[],[],882996002871709726,[]
"_Here, let me find the ways I can visually break things..._",2021-09-02 14:30:15.317000+00:00,Curio Heart,,[],[],882995847514693642,[]
Considering my writing tends to look like this...,2021-09-02 14:28:41.771000+00:00,Curio Heart,<MessageReference message_id=882994934750257212 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=719437093117624370 name='imalightbulb' discriminator='6986' bot=False>],882995455154327552,[<Attachment id=882995454973984778 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/882995454973984778/unknown.png'>]
custom font? (or customizable css),2021-09-02 14:26:37.697000+00:00,imalightbulb,,[],[],882994934750257212,[]
Rotate,2021-09-02 03:41:02.869000+00:00,Alan Chan,<MessageReference message_id=None channel_id=882721042794184734 guild_id=812292969183969301>,[],[],882832469106237483,[]
orphan,2021-09-02 03:39:25.967000+00:00,Alan Chan,<MessageReference message_id=None channel_id=882556289404784650 guild_id=812292969183969301>,[],[],882832062669815890,[]
Ohhhh I see. I thought you were talking about link syntax 😄 I'll put that in the FR 🙂 Thanks!,2021-09-02 01:42:40.996000+00:00,Alan Chan,,[],[],882802681691914340,[]
Unless I use the link syntax in markdown explicitly,2021-09-02 01:30:50.166000+00:00,YZ,,[],[],882799700254814218,[]
That looks just normal plaintext 🤔,2021-09-02 01:29:19.194000+00:00,YZ,,[],[],882799318690578432,[<Attachment id=882799318401159228 filename='2021-09-02_9.28.49.png' url='https://cdn.discordapp.com/attachments/856016076311101470/882799318401159228/2021-09-02_9.28.49.png'>]
"Wait, isn’t it clickable?",2021-09-02 01:27:47.593000+00:00,Alan Chan,,[],[],882798934488141865,[]
MetaEditor: can a hyperlink automatically become clickable?,2021-09-02 01:27:20.142000+00:00,YZ,,[],[],882798819350315028,[]
"yeah sometimes you click ""X"" of a card in a whiteboard but it is still in the card library, will be helpful in that case too",2021-09-01 23:46:07.337000+00:00,imalightbulb,<MessageReference message_id=882726453484085288 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],882773348160008222,[]
"I typically don't, either, honestly",2021-09-01 21:39:16.851000+00:00,Curio Heart,,[],[],882741427468111963,[]
"Just goes to show you how often I create a card from ""all cards view"" 😅",2021-09-01 21:30:11.220000+00:00,Sams_Here,,[],[],882739138925826088,[]
I think creating cards from the All Cards view will _also_ result in orphans like this. 🤔,2021-09-01 21:19:53.635000+00:00,Curio Heart,<MessageReference message_id=882726453484085288 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],882736548586614844,[]
"It took me a minute to figure out how a card could become an orphan and then I realized <:lightbulb:800374452092403763>  that imported .md files have no home 🏘️ until they are assigned.  Yes, grouping these cards as Orphans or ""Imported Not Assigned"" would help as card indexes grow. 👍",2021-09-01 20:39:46.775000+00:00,Sams_Here,<MessageReference message_id=882556289404784650 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=719437093117624370 name='imalightbulb' discriminator='6986' bot=False>],882726453484085288,[]
Here is an example of a possible layout/use of vertical card labeling/use:,2021-09-01 20:18:16.766000+00:00,Sams_Here,,[],[],882721042794184734,[<Attachment id=882721042559287346 filename='Use_case_for_vertical_card_labels_090121.png' url='https://cdn.discordapp.com/attachments/856016076311101470/882721042559287346/Use_case_for_vertical_card_labels_090121.png'>]
"REVISED FR: Still the same initial thought, but adding the ability to _pivot_ a card.  This would be more for labeling for tech drawings, flow charts, etc.  The screen capture tool (same in PowerPoint) allows a selected box to be turned.  See attached...",2021-09-01 20:06:00.585000+00:00,Sams_Here,<MessageReference message_id=882454146723237918 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],882717955027271721,[<Attachment id=882717954809151518 filename='Meta_swivel_Card_and_Vertical_Text.mp4' url='https://cdn.discordapp.com/attachments/856016076311101470/882717954809151518/Meta_swivel_Card_and_Vertical_Text.mp4'>]
"not sure if this feature has been requested or not, but it'll be useful to have a way to show **orphan notes**, namely those notes that are not in any whiteboard but are still in the card library",2021-09-01 09:23:36.497000+00:00,imalightbulb,,[],[],882556289404784650,[]
"Yes, thanks <@719437093117624370> that's what I meant. The vertical card takes up less space for one. It could serve as a header for a larger group of cards especially if used on the left  side of the 'stack'. Kind of like the tab on a file folder.  Not a priority by any means. I should have included a drawing 😅",2021-09-01 07:27:23.447000+00:00,Sams_Here,,[],[<User id=719437093117624370 name='imalightbulb' discriminator='6986' bot=False>],882527042313269279,[]
"What i'm more curious about is what makes <@!710847265581039616> want to have this feature? For the dev team, understanding the underlying problem behind a feature request is more important than understanding  the feature request itself, bc it'll also help us better prioritize time and maybe even come up with a better solution 😄",2021-09-01 02:49:36.985000+00:00,Alan Chan,,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],882457138105040906,[]
"yeah if you want to add it I think it will be suitable to let user to toggle it on right clicking a card (and choose ""vertical display"", idk how to name it)",2021-09-01 02:47:27.431000+00:00,imalightbulb,,[],[],882456594716176415,[]
"Ohhh I see. I thought it's vertical for 'words', turns out to be vertical for 'characters' lol",2021-09-01 02:46:32.811000+00:00,Alan Chan,,[],[],882456365623279637,[]
forgive my bad drawing lmao,2021-09-01 02:46:04.869000+00:00,imalightbulb,,[],[],882456248426065981,[]
I think he means something like this,2021-09-01 02:45:40.345000+00:00,imalightbulb,<MessageReference message_id=882454146723237918 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],882456145564934185,[<Attachment id=882456145288118272 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/882456145288118272/unknown.png'>]
Wait I'm still not sure what this means. Do you have a picture for it? Big thanks!,2021-09-01 02:37:43.784000+00:00,Alan Chan,<MessageReference message_id=882354255669915668 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],882454146723237918,[]
"FR: Not sure how this would work, but what if there was an option to make a **card title** _vertical_ when minimized.  This would allow certain card titles to be placed as vertical 'identifiers'.  They could be snapped against the side of a corresponding card. When maximized everything would be horizontal: Think MS Excel formatting that allows text to be aligned vertically.  Or just the option of minimizing a card to show the Title vertically. (sorry for over-wordiness)",2021-08-31 20:00:47.901000+00:00,Sams_Here,,[],[],882354255669915668,[]
"Request: Could we have a monospace font option when using Markdown mode, maybe like how HackMD did?",2021-08-31 06:42:14.359000+00:00,mie,,[],[],882153291709034509,[]
It's neither a bug or a feature. It's just we haven't implement that (yet) so right now the title will only show the original text,2021-08-31 05:24:18.691000+00:00,Alan Chan,<MessageReference message_id=882133299198308382 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=719437093117624370 name='imalightbulb' discriminator='6986' bot=False>],882133680536055899,[]
not sure if it's a bug or feature but I hope it can show latex in title when collapsed,2021-08-31 05:22:47.773000+00:00,imalightbulb,,[],[],882133299198308382,[<Attachment id=882133298942472222 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/882133298942472222/unknown.png'>]
"space repetition (with front-back cards and cloze support)
(don't think it should be a high priority feature though)",2021-08-29 03:47:48.030000+00:00,imalightbulb,,[],[],881384617012264981,[]
"That's exactly what I want, thanks <@!710847265581039616>!",2021-08-29 03:16:58.737000+00:00,NingWang,,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],881376860515237918,[]
I requested something similar... not sure if it is what you are looking for though... https://discord.com/channels/812292969183969301/856016076311101470/869710570461478912,2021-08-29 03:15:50.152000+00:00,Sams_Here,<MessageReference message_id=881375107275178027 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=760818803113984060 name='NingWang' discriminator='7288' bot=False>],881376572848877580,[]
"__FR__:
If it's possible that I can __lock__ the _Multi-Selected_ cards (cards selected by Multi-Selection Box), so when I click any card member, it helps me select the group again so I don't have to use Multi-Selection Box.",2021-08-29 03:10:00.732000+00:00,NingWang,,[],[],881375107275178027,[]
"Weird. In the grab whiteboard mode, if if begin clicking on cards, most will have the gray card outline, but sometimes it turns to a black card outline - totally random when it happens.",2021-08-28 21:57:03.798000+00:00,Sams_Here,,[],[],881296351105794058,[]
"Hey, my pleasure! Always glad to help when I can. 💜",2021-08-28 21:48:47.685000+00:00,Curio Heart,<MessageReference message_id=881291870125305976 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=760818803113984060 name='NingWang' discriminator='7288' bot=False>],881294270257066054,[]
"<@!368602215474266113> Thank you. Lol, I think this is what we called 24h customer supports(5:39 a.m. here.)",2021-08-28 21:39:15.449000+00:00,NingWang,<MessageReference message_id=881291259342376991 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=368602215474266113 name='Curio Heart' discriminator='8289' bot=False>],881291870125305976,[]
You can also `Shift + Click` while in `Grab Whiteboard` mode to avoid toggling the input field! The card will show up with a black border when selected like that.,2021-08-28 21:36:49.827000+00:00,Curio Heart,<MessageReference message_id=881290556251181056 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=760818803113984060 name='NingWang' discriminator='7288' bot=False>],881291259342376991,[]
"<@!779015270311395370> Sorry! I think you are right !
I just realized that in `Grab Whiteboard` mode if I click a card once then the input field is focused, which is the reason I didn't noticed to cause the delete(⌫) to be redirected to the input area.

If I change to `Multi-Selection Box` first then it works as you described. 👍",2021-08-28 21:34:02.197000+00:00,NingWang,<MessageReference message_id=881239533012799508 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],881290556251181056,[]
"Update:  If you have the split-screen editor open, it will **not delete the selected card using the <delete> key** in the whiteboard.  If the split screen is **closed**, it _will_ delete it.",2021-08-28 18:21:03.046000+00:00,Sams_Here,,[],[],881241989771853905,[]
~~Right clicking on a card has the delete option (menu).  But selecting a card and pressing the delete key does not.  From what I just tried.~~,2021-08-28 18:18:03.233000+00:00,Sams_Here,,[],[],881241235581448272,[]
"Hey <@760818803113984060> that’s weird, we do support removing card from a whiteboard with delete key. Would you mind sending me a video to reproduce what you described?",2021-08-28 18:11:17.309000+00:00,Alan Chan,<MessageReference message_id=880665861860503553 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=760818803113984060 name='NingWang' discriminator='7288' bot=False>],881239533012799508,[]
"Agreed. I would like for every mouse feature to also have a corresponding keyboard feature. I, too, prefer the keyboard",2021-08-28 18:07:17.834000+00:00,The_Badjer,,[],[],881238528581845002,[]
"__FR__:
Expect: When I press delete(⌫) on a selected card, it will prompt up a confirmation of deletion.
Current: When I press delete(⌫) on a selected card, nothing happens.
Reason: I like to work without mouse, e.g. the ESC button can releasing focus on a selected card, I like this feature.
Thanks for your reading 👀",2021-08-27 04:11:43.448000+00:00,NingWang,,[],[],880665861860503553,[]
Would like to see the content under the Headers have the ability to be folded/ unfolded,2021-08-26 04:37:48.123000+00:00,The_Badjer,,[],[],880310036717514772,[]
"FR: Static search field 🔎  on every page.  Including the landing page and Home page. (ex: Search is present on Whiteboard List View, but not Map View.  I guess I'm looking for a universal search across the app 😅",2021-08-23 20:35:15.762000+00:00,Sams_Here,,[],[],879463825982775377,[]
"Yes, many of the items on the roadmap have been brought up by members/users, so suggest-away!",2021-08-22 20:46:50.808000+00:00,Sams_Here,,[],[],879104353351368705,[]
"I often like to point out a few features in my mind, and I don't really expect developers try to build all of them. I think there are many ways/features to solve a particular problem. I just kind of list a few interesting features that I met before or I believe could be inspiring. That's why I would say they would be more like suggestions instead request. 😆 I know it could be hard to really balance between redundant and powerless.",2021-08-22 20:30:54.940000+00:00,Qu100,,[],[],879100344150397020,[]
"It's in a fast moving Alpha development.  And as Curio pointed out, there are features for the future!  It's a big sandbox right now that we are all playing in.  Your opinions really count!  We love the feedback.",2021-08-22 20:19:20.671000+00:00,Sams_Here,<MessageReference message_id=879096378175930380 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=538605463646896138 name='Qu100' discriminator='9406' bot=False>],879097432175173672,[]
That sounds great. I don't even know there is a roadmap.,2021-08-22 20:18:27.282000+00:00,Qu100,,[],[],879097208245481472,[]
"Card grouping is already on the roadmap! It shows up as `Whiteboard: Cluster cards in a container` under `Nextup`: https://www.notion.so/Project-Meta-Public-Roadmap-778b180b9d1f48c7808156189ba3745d

It's a feature I'm __very__ much looking forward to, because there are plenty of times I find myself wanting them—especially when I have a bunch of related cards all getting pointed at by the same source. It'd really help clear up the visual clutter for me.",2021-08-22 20:15:16.966000+00:00,Curio Heart,<MessageReference message_id=879086729481568287 channel_id=856016076311101470 guild_id=812292969183969301>,[<discord.embeds.Embed object at 0x28a8c8940>],[<User id=538605463646896138 name='Qu100' discriminator='9406' bot=False>],879096410002309210,[]
"Maybe I'll try that, since I normally don't use tags often. Anyway, I'm still kind of exploring how to take the advantage of Meta.",2021-08-22 20:15:09.378000+00:00,Qu100,,[],[],879096378175930380,[]
#artclass/digital/concepts,2021-08-22 20:11:48.405000+00:00,Sams_Here,,[],[],879095535234089030,[]
#artclass/digital,2021-08-22 20:11:20.608000+00:00,Sams_Here,,[],[],879095418645000232,[]
#artclass/perspective,2021-08-22 20:10:58.349000+00:00,Sams_Here,,[],[],879095325283983360,[]
One of the recent feature upgrades was auto resizing an image in a notecard.  This might work great for you if you have lots of image notes for class.  Hashtags may become your friend.  Did you know you can nest hashtags?,2021-08-22 20:10:26.403000+00:00,Sams_Here,,[],[],879095191292772383,[]
"Yeah, exactly.",2021-08-22 20:07:15.265000+00:00,Qu100,,[],[],879094389601865759,[]
,2021-08-22 20:07:06.157000+00:00,Sams_Here,,[],[],879094351400153108,[<Attachment id=879094351106572339 filename='iu.png' url='https://cdn.discordapp.com/attachments/856016076311101470/879094351106572339/iu.png'>]
The vanishing line!,2021-08-22 20:05:28.008000+00:00,Sams_Here,,[],[],879093939733401610,[]
"Oh, I'm taking an online course for fun about digital arts/ concept arts, but I'm still in the very early stage studying about perspective drawing.",2021-08-22 20:04:58.022000+00:00,Qu100,,[],[],879093813963001887,[]
What kind of art class are you taking?  One of my sisters majored in Art in college.,2021-08-22 19:58:55.784000+00:00,Sams_Here,,[],[],879092294626709524,[]
"You may find that when you revisit what you have captured, there is content you no longer are interested in keeping - and the opposite also.  How you color code notes will develope in this way also.",2021-08-22 19:57:49.819000+00:00,Sams_Here,,[],[],879092017949450250,[]
"My personal approach is don't worry so much about the organization before the data arrives 😉  Throw your notes at Meta and then see how revisiting your notes leads you to breaking them out via hashtags, arrows, and whiteboard(s) as an example.",2021-08-22 19:55:33.777000+00:00,Sams_Here,,[],[],879091447347961896,[]
"Well, you answered my next question - what problem are you trying to overcome!",2021-08-22 19:53:30.533000+00:00,Sams_Here,,[],[],879090930425159735,[]
"I don't really have a very large whiteboard yet since I just started to use Meta, but I can just describe the scenario briefly. I'm taking a painting course, and I tried to use meta to take notes. The thing is that I need to have a lot of cards and each card may not contains a lot of material. As a result, I'm slightly worried about whether to set each lecture as a whiteboard or put them all in a whiteboard. I think maybe it could be helpful to have multiple homes. Anyway, I believe there are a lot of solutions to this problem.",2021-08-22 19:51:56.815000+00:00,Qu100,,[],[],879090537343373313,[]
"<@!538605463646896138> Do you have a screenshot that could show us how you are using one of your whiteboards currently.  It may give the devs an idea of your use-case.  Only if there is nothing personal, of course.",2021-08-22 19:42:50.448000+00:00,Sams_Here,,[],[<User id=538605463646896138 name='Qu100' discriminator='9406' bot=False>],879088245714071674,[]
"I realized that meta kind of encourage people to create less structure like subfolder/subpage. Or maybe we should at least have something like ""space"" in kosmik or ""callout block"" in notion that works like a colored square background that lies behind several card. I think it would be helpful when a whiteboard is growing larger and larger. Another suggestion is that maybe it is helpful to let the user decide which card would show up in the preview of whiteboard of the home. This would be helpful when a particular whiteboard grows very large.",2021-08-22 19:36:48.950000+00:00,Qu100,,[],[],879086729481568287,[]
,2021-08-22 19:29:09.007000+00:00,Qu100,,[],[],879084800340811788,[<Attachment id=879084800563097670 filename='IMG_1155.PNG' url='https://cdn.discordapp.com/attachments/856016076311101470/879084800563097670/IMG_1155.PNG'>]
"One suggestion, not necessary a request. I think we should be able to create cards and express their arrows relation like the whiteboard preview in Home and be able to swtich between the two status. I think marginnote has a similar feature. I think it could be helpful to have some relation like subsections in a whiteboard.",2021-08-22 19:27:53.279000+00:00,Qu100,,[],[],879084482714538115,[]
printint,2021-08-22 01:59:32.021000+00:00,Alan Chan,<MessageReference message_id=None channel_id=878412000760303636 guild_id=812292969183969301>,[],[],878820655716511804,[]
"FR: Remember last workspace when opening Meta. 
Or ""Manage workspace"" that would allow users to choose between the home page by default or opening the last known workspace/whiteboard/etc., view.",2021-08-21 21:02:54.417000+00:00,Sams_Here,,[],[],878746007154880533,[]
"Anyone talking about _print_ capabilities?  I mean, some of us old timers have printers and like a hard copy of things every once in awhile 😛",2021-08-20 22:55:41.087000+00:00,Sams_Here,,[],[],878412000760303636,[]
"Has anyone thought about adding an FAQ to Meta and maybe mirrored here on Discord?  Although things are pretty intuitive at this point _and_ there is the tutorial, as things get more robust with the Editor gaining speed and new features being released on a daily basis, new users might start surfacing common questions in the near future.",2021-08-20 14:53:03.876000+00:00,Sams_Here,,[],[],878290545414397962,[]
Yes. We'll implement that! Thanks for the feedback!,2021-08-20 14:03:03.384000+00:00,Alan Chan,<MessageReference message_id=878275870790414376 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],878277960438804530,[]
Could we add a slide to the tutorial that has all of the current markdown syntax that has been added?  Either that or a button that would make a popup window with syntax examples for reference?,2021-08-20 13:54:45.173000+00:00,Sams_Here,,[],[],878275870790414376,[]
Syntax highlighting for code,2021-08-20 11:10:22.605000+00:00,sherlockieee,,[],[],878234504181977098,[]
Folded card auto-resize to title length,2021-08-20 11:10:19.443000+00:00,sherlockieee,,[],[],878234490919583824,[]
Ability to color folded cards,2021-08-20 11:10:12.946000+00:00,sherlockieee,,[],[],878234463669190696,[]
Requests (in decreasing order of importance),2021-08-20 11:10:01.067000+00:00,sherlockieee,,[],[],878234413845069924,[]
Yes! We'll definitely come back to improve the arrows. Stay tuned 🙂,2021-08-20 06:50:41.062000+00:00,Alan Chan,,[],[],878169150453841930,[]
"So um I suddenly had an idea and tried to create a novel from scratch, and so far meta has been a great tool for me to organise characters and their relationships.
One pain I'm having right now is that the arrows are single ended, and yet relationship are supposed to be doubled-ended right?",2021-08-20 06:49:31.398000+00:00,shwn,,[],[],878168858261848074,[]
For card moving/resizing,2021-08-19 13:38:24.871000+00:00,Eban,,[],[],877909371240198204,[]
Please add CTRL+Z 😄,2021-08-19 13:37:53.342000+00:00,Eban,,[],[],877909238998007858,[]
gotcha,2021-08-19 13:28:48.746000+00:00,Alan Chan,<MessageReference message_id=877897459551072326 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=623547916820414516 name='Eban' discriminator='9456' bot=False>],877906954796818432,[]
"Please add an opacity slider for arrows, cause for now, it's a bit messy 😅",2021-08-19 12:51:04.903000+00:00,Eban,,[],[],877897459551072326,[<Attachment id=877897459324555384 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/877897459324555384/unknown.png'>]
"""Frame""

I would like to put a lot of things in a whiteboard, as for now, it's too difficult to group cards into a frame in a whiteboard, as well as I can't navigate among different groups quickly. Such group is called a *frame* in Miro.

If the frame feature is available, we can perform a presentation in Meta by navigating through different frames smoothly.",2021-08-19 11:59:29.824000+00:00,水球潘,,[],[],877884477848846387,[<Attachment id=877884477911756800 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/877884477911756800/unknown.png'>]
meta editor checkbox support (not sure if it's already in the roadmap though),2021-08-19 11:45:36.263000+00:00,imalightbulb,,[],[],877880981640585246,[]
yep that's precisely what I mean haha. I forgot that Meta also have actual arrows 😄,2021-08-19 07:12:01.814000+00:00,sherlockieee,<MessageReference message_id=877811978821849108 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710207568353427507 name='alexw' discriminator='3658' bot=False>],877812134451494913,[]
"I find Notion turns -> into →, and => into ⇒, maybe we can do the same!",2021-08-19 07:11:24.709000+00:00,alexw,<MessageReference message_id=877805327712665651 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=726242873498140682 name='sherlockieee' discriminator='9482' bot=False>],877811978821849108,[]
Feature request: turn => & -> into arrow,2021-08-19 06:44:58.961000+00:00,sherlockieee,,[],[],877805327712665651,[]
Color coding tab so we don't have to create it manually,2021-08-17 23:55:04.832000+00:00,Trang Doan,,[],[],877339784593432638,[]
the ability to create title (not a card) to signify what a group of card means,2021-08-17 23:54:51.123000+00:00,Trang Doan,,[],[],877339727093715004,[]
Keyboard shortcuts for zooming in and out. Or allowing mouse scroll + Command (a combination I see in figma),2021-08-17 23:54:11.703000+00:00,Trang Doan,,[],[],877339561754230834,[]
a special block/embed in editor that supports excalidraw,2021-08-17 11:41:02.504000+00:00,imalightbulb,,[],[],877155057680920577,[]
"Please add an ""export board to PNG/SVG"" option 😄 🙏",2021-08-16 13:15:22.807000+00:00,Eban,,[],[],876816410846847017,[]
Okay 😉,2021-08-16 12:38:24.945000+00:00,Eban,,[],[],876807108459384864,[]
It will exist. Give us some time :)),2021-08-16 12:38:16.799000+00:00,Alan Chan,<MessageReference message_id=876806851449225226 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=623547916820414516 name='Eban' discriminator='9456' bot=False>],876807074292576277,[]
"(excuse me if that already exists, I found nothing like that) is it possible to make link to other cards in a card ?",2021-08-16 12:37:23.669000+00:00,Eban,,[],[],876806851449225226,[]
Could be really helpful for students 👀,2021-08-16 10:32:19.788000+00:00,Eban,,[],[],876775377891131412,[]
Please add LaTeX support to Metanote 🙏,2021-08-16 10:30:57.787000+00:00,Eban,,[],[],876775033954009108,[]
"FR: I know there are several requests involving the ability to drag a card.  I wanted to add → In whiteboard view, dragging a card from one whiteboard to another *duplicates* that card on the 2nd whiteboard while leaving the original card in place as well.",2021-08-07 18:31:32.874000+00:00,Sams_Here,,[],[],873634486284349490,[]
"Gotcha. I'll put this together with <@!710847265581039616>'s request
https://discord.com/channels/812292969183969301/856016005113315359/872625576488362055",2021-08-05 10:20:34.522000+00:00,Alan Chan,<MessageReference message_id=872785432298025000 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>, <User id=869097585489616906 name='Andy Hsu' discriminator='3118' bot=False>]",872786153269501952,[]
"on another similar note, it'd be nice if the arrows can automatically avoid overlapping existing cards (or go under it)",2021-08-05 10:17:42.629000+00:00,Andy Hsu,,[],[],872785432298025000,[<Attachment id=872785432105070602 filename='Screen_Shot_2021-08-05_at_6.17.06_PM.png' url='https://cdn.discordapp.com/attachments/856016076311101470/872785432105070602/Screen_Shot_2021-08-05_at_6.17.06_PM.png'>]
another similar FR: this kinda bothers me too haha 🤣,2021-08-05 10:09:47.238000+00:00,Andy Hsu,<MessageReference message_id=871316101445865472 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=364672651538464771 name='gereleth' discriminator='5113' bot=False>],872783438363652097,[<Attachment id=872783438212628531 filename='Screen_Shot_2021-08-05_at_6.09.24_PM.png' url='https://cdn.discordapp.com/attachments/856016076311101470/872783438212628531/Screen_Shot_2021-08-05_at_6.09.24_PM.png'>]
Glad you're requesting this feature! <@!761572882219532289> and I are working on it. This will be the first released feature after we finish refactoring. Stay tuned!,2021-08-05 10:05:15.339000+00:00,Alan Chan,<MessageReference message_id=872782017148911626 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=761572882219532289 name='Yeefun' discriminator='5129' bot=False>, <User id=869097585489616906 name='Andy Hsu' discriminator='3118' bot=False>]",872782297936568372,[]
FR: I'd love to be able to duplicate a card so I don't have to manually adjust its size every time,2021-08-05 10:04:08.394000+00:00,Andy Hsu,,[],[],872782017148911626,[]
"FR: What if we could title our color circles per whiteboard.  So that way when we choose the color palette, we can see what we named them?  Maybe on hover?",2021-08-04 18:49:17.046000+00:00,Sams_Here,,[],[],872551786148405268,[]
Add a means to check the backup being imported.,2021-08-03 16:48:37.766000+00:00,Alan Chan,<MessageReference message_id=None channel_id=872137782712229940 guild_id=812292969183969301>,[],[],872159034541768716,[]
"Feature Request: **Add a means to check the backup being imported.** I was thinking about this a little bit ago while mentioning Meta in the Obsidian server, and I think having a way to validate that the file being ""uploaded"" to Meta is a valid `All_Data_*.json` file instead of something random could help prevent issues like what <@!710847265581039616> had a while ago when uploading a markdown file. I feel like even having a boolean flag (eg, `isMetaBackup: true`) in the JSON should help alleviate the issue considerably.

This could also make it possible to safely import individual files: If it doesn't have the flag, then it could _add_ the file to the data instead of overwriting.",2021-08-03 15:24:10.935000+00:00,Curio Heart,,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],872137782712229940,[]
Agreed! Though you can usually hide it when you add a description to your arrow :)),2021-08-01 10:02:45.339000+00:00,sherlockieee,<MessageReference message_id=871316101445865472 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=364672651538464771 name='gereleth' discriminator='5113' bot=False>],871332117328576562,[]
"oh, I got it
need to click outside first, so the text doesn't have the cursor. Then drag, then the arrows move the card))",2021-08-01 09:21:15.519000+00:00,gereleth,,[],[],871321674266578954,[]
"🤷‍♀️  I drag a card around, then press up or down arrows - and still it only moves the cursor
I think I managed to move a card with arrows once but no idea how))",2021-08-01 09:19:44.832000+00:00,gereleth,,[],[],871321293897748531,[]
you'd have to drag move a card first (clicking directly would go right into the editing mode),2021-08-01 09:12:09.182000+00:00,EthanW,,[],[],871319382763114507,[]
"Hmm, arrow keys just move the cursor in card text for me",2021-08-01 09:10:50.317000+00:00,gereleth,,[],[],871319051979337748,[]
"Hi <@!364672651538464771>, we'll put bulk alignment on the list.
And currently, you can move a card with shift+arrow key for perfect alignment 🙂
https://discord.com/channels/812292969183969301/856020743694843914/857255257540132894",2021-08-01 09:08:55.076000+00:00,EthanW,,[],[<User id=364672651538464771 name='gereleth' discriminator='5113' bot=False>],871318568623546380,[]
"FR: snap card to ""straight arrow"" position
These are often just off enough to give me a pain in my perfectionism 😁",2021-08-01 08:59:06.855000+00:00,gereleth,,[],[],871316101445865472,[<Attachment id=871316101315854336 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/871316101315854336/unknown.png'>]
"FR: Currently, you can multi-select cards on a white board to move that group.  How about the ability to multi-select *and lock* that group so even after you navigate away and then come back that group of cards stays locked?  toggle → lock/unlock group of cards.",2021-07-27 22:39:18.439000+00:00,Sams_Here,,[],[],869710570461478912,[]
Gotcha! I've put that in my feature-request whiteboard 🙂,2021-07-27 06:02:03.578000+00:00,Alan Chan,<MessageReference message_id=869409151422439514 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=768177786795720774 name='The_Badjer' discriminator='5898' bot=False>],869459604864651284,[]
"In the Brain this was one of my greatest frustrations
That I could not view more than 1 note at a time

If you're reading this Alan stop. Take your holiday first. This can wait",2021-07-27 02:44:57.101000+00:00,The_Badjer,,[],[],869410001024868352,[]
