content,created_at,author,reference
"Yes, but no one’s really been responding for the last week",2022-08-15 20:50:55.370000+00:00,finn,
"I started working on a horizontal scroll idea in Figma, could have been more coherent if you just talked me through it first",2022-08-15 19:19:42.543000+00:00,andrepology,
also can you talk to me in a  minimal sense before you want to make changes like this <@752493639174717492> ?,2022-08-15 19:17:29.355000+00:00,andrepology,
need to change this back,2022-08-15 19:07:34.366000+00:00,andrepology,
?,2022-08-15 19:06:38.106000+00:00,andrepology,<MessageReference message_id=1008599766852173845 channel_id=1002291205025050724 guild_id=977651180308160512>
Bug when entering - 10.5195/jmla.2017.88 this DOI,2022-08-15 17:31:54.226000+00:00,EllieDeSota,
Ye! Wanted to chat about this as well,2022-08-15 15:06:54.212000+00:00,EllieDeSota,<MessageReference message_id=1007736012778262538 channel_id=1002291205025050724 guild_id=977651180308160512>
"Hello <@694931462763446363> <@956585029524402226> can we have a meeting at some point during my tomorrow morning? I've been thinking about application strategy and monetization, and I have a really promising new set of ideas.",2022-08-15 11:34:46.001000+00:00,finn,
"Latest version deployed, fixed some sneaky bugs too",2022-08-15 06:39:40.451000+00:00,finn,
"I think some users like the idea of it, but the implementation makes it relatively unusable",2022-08-15 05:07:29.540000+00:00,finn,
I'll think about this,2022-08-15 05:07:02.616000+00:00,finn,
Or refactor significantly,2022-08-15 05:06:59.270000+00:00,finn,
"Yeah, might just get rid of it",2022-08-15 05:06:51.767000+00:00,finn,
Note on this. Path view as it is is essentially useless - I've not seen a single person use it in any real way atm. To be considered for future.,2022-08-15 05:05:36.100000+00:00,EllieDeSota,<MessageReference message_id=1008600513501208576 channel_id=1002291205025050724 guild_id=977651180308160512>
"path view gets ugly more quickly, but suits cluster viewer more, i think",2022-08-15 04:58:21.310000+00:00,finn,
still works at scale,2022-08-15 04:56:02.086000+00:00,finn,
this is already nicer,2022-08-15 04:55:28.762000+00:00,finn,
,2022-08-15 04:55:23.295000+00:00,finn,
"but yeah, the horizontal view probably needs the control panel somewhere else ultimately",2022-08-15 04:53:56.681000+00:00,finn,
was going to link it to a media query so that it flips to vertical once the screen size is small enough,2022-08-15 04:52:40.791000+00:00,finn,
Oh lit nice,2022-08-15 04:52:26.183000+00:00,EllieDeSota,<MessageReference message_id=1008598949474611260 channel_id=1002291205025050724 guild_id=977651180308160512>
"i've set it up so that all configuration is associated with a single Boolean variable, so we can effectively flip a switch and move between layouts",2022-08-15 04:52:08.417000+00:00,finn,
"GG <@694931462763446363>, you just advanced to level 4!",2022-08-15 04:51:59.074000+00:00,MEE6,
Yah I agree - I don't know that squishing it will solve it atm either. Will likely take a redesign,2022-08-15 04:51:58.788000+00:00,EllieDeSota,
"leaves us with a lot of negative space that can draw the eye weirdly, especially given how vibrant the background is",2022-08-15 04:51:38.677000+00:00,finn,
the control panel's the real issue now i think,2022-08-15 04:50:54.644000+00:00,finn,
i can change the proportion of abstract to cluster viewer to emphasise it more,2022-08-15 04:50:16.883000+00:00,finn,
Things that are fun - it prioritizes the cluster view. Things that are weird it squishes the abstract view so you have the bad vibes of moving your eyes down a page slightly too rapidly. (I do it on the phone all the time but dislike on a computer screen) so might need t o figure out the control panel,2022-08-15 04:46:35.027000+00:00,EllieDeSota,
Yes - agree. Andre and I were chatting about something similar. Lots of things need refactoring in this set up and I think we may want to go even further and have a really easy way to just navigate the cluster view and then have the abstract act as a pop up when you want more info. But yah - I additionally seems to give more room to the abstract for reading. Which is nice,2022-08-15 04:25:21.723000+00:00,EllieDeSota,<MessageReference message_id=1008591237449793637 channel_id=1002291205025050724 guild_id=977651180308160512>
"there were quite a few user interviews that hinted at this type of change, reading through the notes and based on the people that i talked to",2022-08-15 04:22:54.146000+00:00,finn,
thoughts on this?,2022-08-15 04:21:29.727000+00:00,finn,
,2022-08-15 04:21:28.364000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 4!",2022-08-15 04:19:49.053000+00:00,MEE6,
"ah, one of those! i know the problem, need to figure out why it's happening though",2022-08-15 04:19:48.547000+00:00,finn,
Also - wasn't going to go down the bug finding route. BUT - This is currently returning a 404 not found https://abstract-poetry.fly.dev/10.1093$bioinformatics/btp698?nodeId=97,2022-08-15 04:19:14.649000+00:00,EllieDeSota,
Sure!,2022-08-15 04:10:54.653000+00:00,EllieDeSota,<MessageReference message_id=1008586407201226853 channel_id=1002291205025050724 guild_id=977651180308160512>
"if not, tomorrow's fine",2022-08-15 04:02:31.553000+00:00,finn,
"I would love your feedback on something quickly in about 15 mins, if you're free to just give gut reaction",2022-08-15 04:02:18.106000+00:00,finn,
"Yep, sounds good!",2022-08-15 04:01:57.657000+00:00,finn,
Also can do in the morning tomorrow!,2022-08-15 04:01:32.351000+00:00,EllieDeSota,<MessageReference message_id=1008559903956283452 channel_id=1002291205025050724 guild_id=977651180308160512>
Can do!,2022-08-15 03:59:14.046000+00:00,EllieDeSota,
Oh <@694931462763446363> can you share the most recent version of the pitch with Jin?,2022-08-15 03:25:51.036000+00:00,finn,
"trying out a design tweak i've been thinking about for a while, will let you know how it goes!",2022-08-15 03:25:08.585000+00:00,finn,
i can't find any when i'm searching. but want to check on multiple computers to be safe,2022-08-15 02:16:59.240000+00:00,finn,
either of you free to do some bug finding?,2022-08-15 02:16:42.848000+00:00,finn,
"I'll merge once I've done my final round of searching for bugs, pushing to production now",2022-08-15 01:41:26.769000+00:00,finn,
"Also fixed every css bug on our list, including expanding containers. Should work on everything now, although we definitely need to test that.",2022-08-15 01:40:37.308000+00:00,finn,
,2022-08-15 01:39:55.044000+00:00,finn,
"Completely refactored the logic and UI for both search and bibliography, much cleaner now",2022-08-15 01:39:42.046000+00:00,finn,
Hello! Pretty massive changes to the UI this morning,2022-08-15 01:39:20.991000+00:00,finn,
"Oh, also changed the dots into hearts",2022-08-14 11:59:01.120000+00:00,finn,
"The main branch is not up to date, and deployment's roughly up-to-date, except for my updated search interface",2022-08-14 11:58:55.038000+00:00,finn,
"Three main outcomes of today:
1. Fixed almost all CSS and browser-compatibility bugs
2. Fixed localStorage issues with clusters not showing up, and changed the storage method so now there's no tab ""bleed-through"" of data (i.e. you can have as many simultaneous Abstract Poetry sessions)
3. Got 80% of the way through the new search interface, which is now just a search bar and nothing else. Mostly done

- Also started implementing media query HTML for phone and tablet, but ran into some CSS issues. Will do this tomorrow morning",2022-08-14 11:58:32.227000+00:00,finn,
"Okay, going to bed",2022-08-14 11:55:54.896000+00:00,finn,
"All css bugs that I've found are fixed except for expanding containers, which I'm working on now",2022-08-14 01:54:42.227000+00:00,finn,
Fixed most of the CSS bugs on safari,2022-08-14 00:56:25.599000+00:00,finn,
"Okay, after a very irritating morning, fixed the bleed-through tab issue",2022-08-14 00:24:37.288000+00:00,finn,
Aight. I'm going on a hike this afternoon - so let's do tomorrow.,2022-08-13 14:29:52.383000+00:00,EllieDeSota,<MessageReference message_id=1007964504207921272 channel_id=1002291205025050724 guild_id=977651180308160512>
Ahh nice! Will check that out,2022-08-13 14:12:36.787000+00:00,EllieDeSota,<MessageReference message_id=1007942471755501608 channel_id=1002291205025050724 guild_id=977651180308160512>
And then <@694931462763446363> let's do the Semantic Bibliography marketing stuff we were talking about,2022-08-13 10:51:04.878000+00:00,finn,
I'm going to fix all the css and cross-browser bugs tomorrow,2022-08-13 10:50:43.984000+00:00,finn,
"Okay, in the middle of fixing the multiple tabs bug. I know what to do, but just got too tired to finish it today -- will do it tomorrow morning.",2022-08-13 10:50:32.848000+00:00,finn,
<@694931462763446363> Fixed the cluster not-appearing bug (i think),2022-08-13 09:23:31.932000+00:00,finn,
Also Finn FYI H1B is guaranteed if you work for a non profit... Which roote is. Something to keep in mind too,2022-08-13 04:17:48.450000+00:00,andrepology,<MessageReference message_id=1007845203635343391 channel_id=1002291205025050724 guild_id=977651180308160512>
so wasted a ton of time,2022-08-13 02:57:08.367000+00:00,finn,
"Spent 3 hours this morning doing Facebook APM stuff, only for it to close the application as I was submitting",2022-08-13 02:57:01.405000+00:00,finn,
"Just writing my IL199 paper on Abstract Poetry and then working out, then I'm moving back to Abstract Poetry work",2022-08-13 02:56:34.782000+00:00,finn,
I'll look into this soon. Tldr we can reduce the cost dramatically by doing a kind of compression on the vectors. Just need to test how much of a classification error there is as a result with current clustering,2022-08-13 02:54:07.330000+00:00,andrepology,<MessageReference message_id=1007809710726058004 channel_id=1002291205025050724 guild_id=977651180308160512>
(Also - I can take that portion out in general if it's not a 1 year vision thing),2022-08-13 00:36:18.078000+00:00,EllieDeSota,
Also - I have some fake numbers in that proposal. How much would it cost to put together our own semantic embeddings?,2022-08-13 00:35:59.236000+00:00,EllieDeSota,
It needs some serious word cutting. And also - I'm completely lost on the 'greater movements' bit and would like some general direction so if you have any moments to pop into that feel free. If not no worries - I'm sending it over to Ozluk and Watson now,2022-08-13 00:26:04.023000+00:00,EllieDeSota,
https://www.notion.so/curl-projects/Emergent-Ventures-Proposal-Drafts-1a6bdf52dd1a4d20ab49078d159e14da,2022-08-13 00:25:15.230000+00:00,EllieDeSota,
Aight sweet - also just rewrote for the most part the Emergent Ventures pitch,2022-08-13 00:25:13.800000+00:00,EllieDeSota,
"Hello! Just finishing a couple of miscellaneous tasks, and then I'll reply to this in detail and look into that bug",2022-08-12 22:37:51.358000+00:00,finn,
"ALSO - Prof. Sealfon had the same problem as Leila the other day. I had her save her search, but it looks like it's a storage/user issue. Once again, I could access the clusters but she couldn't. I showed her the clusters and she seemed really excited but was definitely bummed that she couldn't play with the application bc the clusters weren't working.",2022-08-12 20:35:38.856000+00:00,EllieDeSota,
"TLDR From chatting with Erik - he just wants to help us/me in what we're doing. He thinks it's lit. He gave me access to a notion doc where we're going to start brainstorming/ideating what it would look like for me to run a discussion (mainly asynchronous) about peer-review/science etc on DeSci labs. We should chat about how this fits with each of our capstones + AP + Skepsi and how it can connect with our potential go to market strategy. (Or alternatively -> that it's not where we want to be). (Side note - there is a small chance DeSci labs may be able to fund me for this (low 4 figures). Which would be great bc might mean I can ignore the sunk cost fallacy and not do Psych, so small celebrations!)",2022-08-12 19:47:34.303000+00:00,EllieDeSota,
"TLDR from chatting with Sophia yesterday. We've got too many go to market strategies and we should probably get serious about choosing who we want to use as our Target user to intelligently choose between them. The best way to do this on her end was clarifying our goals for the upcoming 4 months so we can prioritize the channels we're split over. (Some of this was I communicated poorly/some of it is something we should do). We ~may~ need to create an LLC or use Andre's shell company? before attempting to monetize anything. But her take (which seems in line with where we're going) is that we likely shouldn't focus on monetizing in the next sprint, and instead should focus on getting monthly active users. My first thoughts are here -> and I'll make this clearer using our previous retrospective but we may need to have a chat on Monday to make this super clear across all of us.",2022-08-12 19:43:08.276000+00:00,EllieDeSota,
NICE XD - Games on >:(),2022-08-12 16:36:01.860000+00:00,EllieDeSota,
"I don’t mind, it was up to you anyway",2022-08-12 03:22:08.046000+00:00,finn,
Bwahahahaha,2022-08-12 03:21:54.905000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 3!",2022-08-12 03:21:50.604000+00:00,MEE6,
Oh damn Ellie’s beating me I need to get to level 3,2022-08-12 03:21:50.287000+00:00,finn,
"GG <@694931462763446363>, you just advanced to level 3!",2022-08-12 03:05:25.202000+00:00,MEE6,
Ah - did not wait for a reply eep. I'm down to do a pitch to you tomorrow sometime and will be doing another practice one with Ozluk next week.,2022-08-12 03:05:24.796000+00:00,EllieDeSota,
10 minute commitment then?,2022-08-12 01:44:42.211000+00:00,finn,
We could present first and then immediately leave?,2022-08-12 01:44:33.244000+00:00,finn,
Hmm okay,2022-08-12 01:44:25.596000+00:00,finn,
Yo - imma pop in the slack that we can't come,2022-08-12 01:44:06.411000+00:00,EllieDeSota,
https://meet.google.com/edh-yctc-gef,2022-08-11 00:51:01.525000+00:00,EllieDeSota,
<@752493639174717492>,2022-08-11 00:50:00.354000+00:00,EllieDeSota,
Yo - pop into another gmeet?,2022-08-11 00:49:55.459000+00:00,EllieDeSota,
"Yep, no problem!",2022-08-09 21:35:06.433000+00:00,finn,
Hey - I'm taking a break today because of the intensity of running FF over the last couple of days (my brain is currently running way below the speed limit). Talk tomorrow?,2022-08-09 17:41:50.317000+00:00,EllieDeSota,
I’m going to fix some more stuff and then go back to algorithm design,2022-08-09 02:44:39.678000+00:00,finn,
Let’s talk your tomorrow or the day after about some strategy stuff I’ve been thinking about?,2022-08-09 02:44:13.165000+00:00,finn,
"Great job, was an excellent test for the final presentation",2022-08-09 02:43:56.986000+00:00,finn,
"<@752493639174717492> Thanks - also, that answer about bias at the algorithmic level was 🤯 . I liked that so much...",2022-08-09 01:53:05.455000+00:00,EllieDeSota,
Was brilliant <@694931462763446363> amazing job,2022-08-09 01:51:38.539000+00:00,finn,
https://forms.gle/wBii69pvPv8B3UpJA,2022-08-09 01:10:29.410000+00:00,EllieDeSota,
"Just need the Google form, but no rush, can do it during the beginning of the presentation",2022-08-09 00:55:08.274000+00:00,finn,
"Slack: https://join.slack.com/t/curl-projects/shared_invite/zt-1dez98is7-Yxtu3GKvB4ae3RDG~9qF5g
Discord: https://discord.gg/X8PtGHkMQc
Calendly: https://calendly.com/curl-projects/30min

Website Link: https://abstract-poetry.fly.dev/search
Example Search: https://abstract-poetry.fly.dev/share/cl6kl14a50005eshw3ouos55a",2022-08-09 00:54:39.708000+00:00,finn,
"I'll take care of the links, but here they are for convenience:",2022-08-09 00:54:33.311000+00:00,finn,
Sent the recording on telegram,2022-08-09 00:50:29.230000+00:00,finn,
what do we need in the recording?,2022-08-09 00:47:46.727000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 2!",2022-08-09 00:47:21.194000+00:00,MEE6,
"Okay, will record now",2022-08-09 00:47:20.931000+00:00,finn,
To the video recording.,2022-08-09 00:45:39.227000+00:00,EllieDeSota,
"GG <@694931462763446363>, you just advanced to level 2!",2022-08-09 00:45:29.554000+00:00,MEE6,
Yes please!,2022-08-09 00:45:29.241000+00:00,EllieDeSota,
"Can’t find any obvious breaking bugs, but I’ll test in production too",2022-08-09 00:43:52.462000+00:00,finn,
Deploying latest version now,2022-08-09 00:43:38.483000+00:00,finn,
Can record the video now if you still need it?,2022-08-09 00:43:05.997000+00:00,finn,
"Yep, will do",2022-08-09 00:42:53.413000+00:00,finn,
"Also - <@752493639174717492> could you gather all links so you can drop them in at appropriate points? (Mainly just at the end - drop in the slack, discord, calendly. And Abstract Poetry + i'll get you the gform)",2022-08-09 00:38:50.827000+00:00,EllieDeSota,
And it is a napkin,2022-08-09 00:32:56.436000+00:00,EllieDeSota,<MessageReference message_id=1006146073733103707 channel_id=1002291205025050724 guild_id=977651180308160512>
I'm finishing the final bits on the pres then running through it in about 15 mins,2022-08-09 00:32:40.933000+00:00,EllieDeSota,
All the answers. Thank you! Polishing and creating the vid for the presentation would be lovely 🙂,2022-08-09 00:32:24.580000+00:00,EllieDeSota,
"<@694931462763446363> let me know if you want me to swap to presentation, or if you want to do a run-through",2022-08-08 22:25:36.733000+00:00,finn,
"Okay, getting started on work, happy to talk/text whenever",2022-08-08 20:59:08.663000+00:00,finn,
what the hell is that on your nose in ur discord photo <@694931462763446363>,2022-08-08 10:25:17.268000+00:00,finn,
"Anyway, I'm going to go to bed, but excited to fix this feature-set properly tomorrow!",2022-08-08 10:22:39.557000+00:00,finn,
"Would be amazing <@956585029524402226> if the cross-browser issues can be fixed by the presentation time tomorrow, just because i feel it's so clunky to have to say ""only open these links if you're on chrome on your computer""",2022-08-08 10:22:23.675000+00:00,finn,
"Happy to work on presentation with you tomorrow morning when I wake up though <@694931462763446363>, if you need the help. Otherwise will polish everything up for the presentation.",2022-08-08 10:21:45.794000+00:00,finn,
"In general, I have lots and lots of thoughts on how we might use Semantic Bibliographies to market AP (and potentially turn them into the core service that we provide) that I want to discuss with you guys.",2022-08-08 10:20:37.720000+00:00,finn,
I'll do a proper write-up/announcement for Semantic Bibliography stuff tomorrow once I've fixed all the remaining bugs and made it more user friendly,2022-08-08 10:19:31.951000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 1!",2022-08-08 10:18:57.016000+00:00,MEE6,
"Wrote up an explanation for the AI Lab in the abstract-poetry channel anyway, Watson rejected the meeting so i'm not going to wake up at 4.30am for it.",2022-08-08 10:18:56.691000+00:00,finn,
<@694931462763446363> seems like Prof. Watson can't make it to the meeting tomorrow morning?,2022-08-08 09:57:25.315000+00:00,finn,
"I overhauled quite a bit of code, so there's a lot of little issues and redundant code that I need to go back and fix",2022-08-08 09:49:12.871000+00:00,finn,
"Okay, that was way more painful than expected, but everything's working normally now, and I fixed a couple of bugs that had been haunting me for a while",2022-08-08 09:48:52.499000+00:00,finn,
Sweet thank you!,2022-08-07 06:13:32.234000+00:00,EllieDeSota,
"I’ll fix it this afternoon, just pushed without bug fixing",2022-08-07 06:10:13.581000+00:00,finn,
Oh weird,2022-08-07 06:09:56.939000+00:00,finn,
It sends an error page. Also the initialization starts with somewhere closer to 15/20 clusters instead of 8,2022-08-07 06:09:42.662000+00:00,EllieDeSota,
What I mean by broken is that you cant leave impressions anymore,2022-08-07 06:09:12.576000+00:00,EllieDeSota,
<@956585029524402226> <@752493639174717492> Can both of you see this?,2022-08-05 22:55:57.685000+00:00,EllieDeSota,
"This channel has been set up to receive official Discord announcements for admins and moderators of Community servers. We'll let you know about important updates, such as new moderation features or changes to your server's eligibility for Server Discovery, here.

You can change which channel these messages are sent to at any time inside Server Settings. We recommend choosing your staff channel, as some information may be sensitive to your server.

Thanks for choosing Discord as the place to build your community!",2022-07-28 19:07:26.008000+00:00,Community Updates,
